Title,Price,Bedrooms,Bathrooms,Area,Location,Property_Type,URL,Page
"2 Bedrooms Apartment For Sale Qantab, Muscat","OMR135,000",2,3,133 Sq. M.,"Qantab, Muscat",Apartment,https://www.bayut.om/en/property/details-129150575.html,59
"2 Bedroom Chalet For Sale at Sumail, Al Dakhiliya","OMR42,000",2,3,170 Sq. M.,"Sumail, Al Dakhiliya",Other,https://www.bayut.om/en/property/details-128885026.html,59
"2 Bedrooms Apartment For Sale Qurum, Muscat","OMR48,000",2,2,100 Sq. M.,"Qurum, Muscat",Apartment,https://www.bayut.om/en/property/details-128902523.html,59
"3 Bedrooms Villa For Sale Bosher, Muscat","OMR151,000",3,3,235 Sq. M.,"Bosher, Muscat",Villa,https://www.bayut.om/en/property/details-128929359.html,59
"Residential Land For Sale in Ibra, Al Sharqiya","OMR13,000",N/A,N/A,630 Sq. M.,"Ibra, Al Sharqiya",Other,https://www.bayut.om/en/property/details-129474549.html,59
"2 Bedroom Apartment For Sale in Qantab, Muscat","OMR131,500",2,3,133 Sq. M.,"Qantab, Muscat",Apartment,https://www.bayut.om/en/property/details-129150410.html,59
"1 Bedroom Apartment For Sale in Qantab, Muscat","OMR89,000",1,1,84 Sq. M.,"Qantab, Muscat",Apartment,https://www.bayut.om/en/property/details-129150143.html,59
"1 Bedroom Villa For Sale in Salalah, Dhofar","OMR72,000",1,2,78 Sq. M.,"Salalah, Dhofar",Villa,https://www.bayut.om/en/property/details-129555353.html,59
"Residential Land For Sale in Al Mawaleh, Muscat","OMR90,000",N/A,N/A,600 Sq. M.,"Al Mawaleh, Muscat",Other,https://www.bayut.om/en/property/details-129598662.html,59
"5 Bedroom Villa For Sale in Al Amarat, Muscat","OMR66,000",5,8,308 Sq. M.,"Al Amarat, Muscat",Villa,https://www.bayut.om/en/property/details-128860637.html,59
"5 Bedrooms Villa For Sale in The Wave (Almouj), Muscat","OMR580,000",5,6,427 Sq. M.,"The Wave (Almouj), Muscat",Villa,https://www.bayut.om/en/property/details-129285976.html,59
"Residential Land For Sale Suwaiq, Al Batinah","OMR28,000",N/A,N/A,"1,191 Sq. M.","Suwaiq, Al Batinah",Other,https://www.bayut.om/en/property/details-129224214.html,59
"3 Bedroom Apartment For Sale in The Wave (Almouj), Muscat","OMR180,000",3,3,207 Sq. M.,"The Wave (Almouj), Muscat",Apartment,https://www.bayut.om/en/property/details-128905191.html,59
"Residential Land For Sale in Saham, Al Batinah","OMR8,000",N/A,N/A,600 Sq. M.,"Saham, Al Batinah",Other,https://www.bayut.om/en/property/details-129170359.html,59
"Residential Land For Sale in Al Mudaibi, Al Sharqiya","OMR48,000",N/A,N/A,"15,000 Sq. M.","Al Mudaibi, Al Sharqiya",Other,https://www.bayut.om/en/property/details-129507105.html,59
"1 Bedroom Apartment For Sale Bosher, Muscat","OMR51,500",1,2,68 Sq. M.,"Bosher, Muscat",Apartment,https://www.bayut.om/en/property/details-129037586.html,59
"5 Bedrooms Villa For Sale Al Amarat, Muscat","OMR85,000",5,6,330 Sq. M.,"Al Amarat, Muscat",Villa,https://www.bayut.om/en/property/details-129568793.html,59
"3 Bedrooms Villa For Sale Al Masn'a, Al Batinah","OMR37,500",3,4,217 Sq. M.,"Al Masn'a, Al Batinah",Villa,https://www.bayut.om/en/property/details-129557570.html,59
Land For Sale Muscat - Other,"OMR450,000",N/A,N/A,906 Sq. M.,"Muscat - Other, Muscat",Other,https://www.bayut.om/en/property/details-129579819.html,59
"Residential Land For Sale in Al Hail, Muscat","OMR95,000",N/A,N/A,770 Sq. M.,"Al Hail, Muscat",Other,https://www.bayut.om/en/property/details-129460199.html,60
"Residential Land For Sale in Al Maabilah, Muscat","OMR59,000",N/A,N/A,640 Sq. M.,"Al Maabilah, Muscat",Other,https://www.bayut.om/en/property/details-129379011.html,60
"3 Bedroom Apartment For Sale Al Amarat, Muscat","OMR24,000",3,3,104 Sq. M.,"Al Amarat, Muscat",Apartment,https://www.bayut.om/en/property/details-128963469.html,60
"2 Bedrooms Apartment For Sale in Muscat Hills, Muscat","OMR75,000",2,2,80 Sq. M.,"Muscat Hills, Muscat",Apartment,https://www.bayut.om/en/property/details-128969145.html,60
"2 Bedroom Apartment For Sale in Qantab, Muscat","OMR133,000",2,3,133 Sq. M.,"Qantab, Muscat",Apartment,https://www.bayut.om/en/property/details-129150960.html,60
"Residential Land For Sale in Al Rustaq, Al Batinah","OMR3,400",N/A,N/A,500 Sq. M.,"Al Rustaq, Al Batinah",Other,https://www.bayut.om/en/property/details-129585750.html,60
"Studio Apartment For Sale in Salalah, Dhofar","OMR40,000",N/A,1,50 Sq. M.,"Salalah, Dhofar",Apartment,https://www.bayut.om/en/property/details-128980774.html,60
"Residential Land For Sale in Nizwa, Al Dakhiliya","OMR8,500",N/A,N/A,900 Sq. M.,"Nizwa, Al Dakhiliya",Other,https://www.bayut.om/en/property/details-129549238.html,60
"Residential Land For Sale in Azaiba, Muscat","OMR98,000",N/A,N/A,440 Sq. M.,"Azaiba, Muscat",Other,https://www.bayut.om/en/property/details-129570941.html,60
"3 Bedrooms Villa For Sale Al Amarat, Muscat","OMR66,000",3,5,255 Sq. M.,"Al Amarat, Muscat",Villa,https://www.bayut.om/en/property/details-129063421.html,60
"Residential Land For Sale in Al Khaboura, Al Batinah","OMR2,500",N/A,N/A,600 Sq. M.,"Al Khaboura, Al Batinah",Other,https://www.bayut.om/en/property/details-129492219.html,60
"2 Bedrooms Apartment For Sale in Qantab, Muscat","OMR122,000",2,2,128 Sq. M.,"Qantab, Muscat",Apartment,https://www.bayut.om/en/property/details-129150165.html,60
"Residential Land For Sale in Al Sinainah, Al Buraimi","OMR5,000",N/A,N/A,969 Sq. M.,"Al Sinainah, Al Buraimi",Other,https://www.bayut.om/en/property/details-129103984.html,60
"3 Bedroom Villa For Sale in The Wave (Almouj), Muscat","OMR195,000",3,3,202 Sq. M.,"The Wave (Almouj), Muscat",Villa,https://www.bayut.om/en/property/details-129037963.html,60
"Residential Land For Sale in Barka, Al Batinah","OMR19,000",N/A,N/A,600 Sq. M.,"Barka, Al Batinah",Other,https://www.bayut.om/en/property/details-129540746.html,60
"5 Bedroom Villa For Sale in Al Seeb, Muscat","OMR233,300",5,5,600 Sq. M.,"Al Maabilah, Muscat",Villa,https://www.bayut.om/en/property/details-129164609.html,60
"2 Bedrooms Villa For Sale Mirbat, Dhofar","OMR17,000",2,1,450 Sq. M.,"Mirbat, Dhofar",Villa,https://www.bayut.om/en/property/details-128769072.html,60
"6 Bedroom Villa For Sale in Barka, Al Batinah","OMR87,000",6,6,653 Sq. M.,"Barka, Al Batinah",Villa,https://www.bayut.om/en/property/details-128757455.html,60
"Residential Land For Sale in Sumail, Al Dakhiliya","OMR20,000",N/A,N/A,600 Sq. M.,"Sumail, Al Dakhiliya",Other,https://www.bayut.om/en/property/details-129516442.html,60
"1 Bedroom Apartment For Sale in Al Khoud, Muscat","OMR78,870",1,2,102 Sq. M.,"Al Khoud, Muscat",Apartment,https://www.bayut.om/en/property/details-129307811.html,60
"1 Bedroom Villa For Sale in Al Sifah, Muscat","OMR72,000",1,2,90 Sq. M.,"Al Sifah, Muscat",Villa,https://www.bayut.om/en/property/details-128894325.html,60
"2 Bedrooms Villa For Sale Al Sifah, Muscat","OMR265,000",2,2,129 Sq. M.,"Al Sifah, Muscat",Villa,https://www.bayut.om/en/property/details-129074007.html,60
"Residential Land For Sale Al Rustaq, Al Batinah","OMR37,000",N/A,N/A,603 Sq. M.,"Al Rustaq, Al Batinah",Other,https://www.bayut.om/en/property/details-129300693.html,60
"Unknown Bedrooms Residential Land For Sale Al Rustaq, Al Batinah","OMR13,000",N/A,N/A,600 Sq. M.,"Al Rustaq, Al Batinah",Other,https://www.bayut.om/en/property/details-129447238.html,60
3 Bedrooms Apartment For Sale The Wave (Almouj) Muscat,"OMR250,000",3,3,150 Sq. M.,N/A,Apartment,https://www.bayut.om/en/property/details-128893068.html,61
"Residential Land For Sale in Sohar, Al Batinah","OMR23,000",N/A,N/A,300 Sq. M.,"Sohar, Al Batinah",Other,https://www.bayut.om/en/property/details-129643774.html,61
Land For Sale Al Mawaleh Muscat,OMR135,N/A,N/A,605 Sq. M.,"Al Mawaleh, Muscat",Other,https://www.bayut.om/en/property/details-129636005.html,61
"2 Bedroom Apartment For Sale in Al Khuwair, Muscat","OMR90,000",2,3,155 Sq. M.,"Al Khuwair, Muscat",Apartment,https://www.bayut.om/en/property/details-128952366.html,61
"Residential Land For Sale in Saham, Al Batinah","OMR9,000",N/A,N/A,602 Sq. M.,"Saham, Al Batinah",Other,https://www.bayut.om/en/property/details-129431011.html,61
"Residential Land For Sale in Al Amarat, Muscat","OMR28,000",N/A,N/A,910 Sq. M.,"Al Amarat, Muscat",Other,https://www.bayut.om/en/property/details-129575123.html,61
"Residential Land For Sale in Saham, Al Batinah","OMR95,000",N/A,N/A,"1,437 Sq. M.","Saham, Al Batinah",Other,https://www.bayut.om/en/property/details-129568863.html,61
"1 Bedroom Apartment For Sale The Wave (Almouj), Muscat","OMR100,000",1,1,87 Sq. M.,N/A,Apartment,https://www.bayut.om/en/property/details-129467241.html,61
"4 Bedroom Villa For Sale in Al Wadi Al Kabir, Muscat","OMR53,000",4,4,300 Sq. M.,"Al Wadi Al Kabir, Muscat",Villa,https://www.bayut.om/en/property/details-129168313.html,61
"1 Bedroom Villa For Sale Saham, Al Batinah","OMR1,000",1,N/A,"1,000 Sq. M.","Saham, Al Batinah",Villa,https://www.bayut.om/en/property/details-129530008.html,61
"Residential Land For Sale in Al Amarat, Muscat","OMR43,000",N/A,N/A,500 Sq. M.,"Al Amarat, Muscat",Other,https://www.bayut.om/en/property/details-129522221.html,61
"Studio Apartment For Sale Al Khoud, Muscat","OMR650,000",N/A,N/A,"1,300 Sq. M.","Al Mawaleh, Muscat",Apartment,https://www.bayut.om/en/property/details-129449875.html,61
"Residential Land For Sale - Ibri, Al Dhahirah","OMR20,000",N/A,N/A,799 Sq. M.,"Ibri, Al Dhahirah",Other,https://www.bayut.om/en/property/details-128849393.html,61
"Residential Land For Sale Al Seeb, Muscat","OMR2,000",N/A,N/A,"5,175 Sq. M.","Al Seeb, Muscat",Other,https://www.bayut.om/en/property/details-129248124.html,61
"Residential Land For Sale Bosher, Muscat","OMR170,000",N/A,N/A,783 Sq. M.,"Bosher, Muscat",Other,https://www.bayut.om/en/property/details-129522924.html,61
"5 Bedroom Villa For Sale in Sumail, Al Dakhiliya","OMR48,000",5,5,240 Sq. M.,"Sumail, Al Dakhiliya",Villa,https://www.bayut.om/en/property/details-129388948.html,61
"1 Bedroom Apartment For Sale Muscat Hills, Muscat","OMR62,000",1,2,65 Sq. M.,"Muscat Hills, Muscat",Apartment,https://www.bayut.om/en/property/details-128966257.html,61
"2 Bedroom Apartment For Sale in Qantab, Muscat","OMR165,000",2,2,142 Sq. M.,"Qantab, Muscat",Apartment,https://www.bayut.om/en/property/details-129150516.html,61
"4 Bedroom Villa For Sale Barr Al Jissah, Muscat","OMR500,000",4,5,389 Sq. M.,"Barr Al Jissah, Muscat",Villa,https://www.bayut.om/en/property/details-128719979.html,61
"Residential Land For Sale in Dima and Al Taaiyin, Al Sharqiya","OMR13,000",N/A,N/A,757 Sq. M.,"Dima and Al Taaiyin, Al Sharqiya",Other,https://www.bayut.om/en/property/details-129558342.html,61
"Residential Land For Sale in Saham, Al Batinah","OMR49,000",N/A,N/A,"1,007 Sq. M.","Saham, Al Batinah",Other,https://www.bayut.om/en/property/details-129478213.html,61
"Residential Land For Sale in Qurayyat, Muscat","OMR16,000",N/A,N/A,600 Sq. M.,"Qurayyat, Muscat",Other,https://www.bayut.om/en/property/details-129202702.html,61
"Residential Land For Sale in Al Khaboura, Al Batinah","OMR5,000",N/A,N/A,630 Sq. M.,"Al Khaboura, Al Batinah",Other,https://www.bayut.om/en/property/details-129411617.html,61
"1 Bedroom Apartment For Sale in Al Seeb, Muscat","OMR50,510",1,1,67 Sq. M.,"Al Seeb, Muscat",Apartment,https://www.bayut.om/en/property/details-129302482.html,61
"Residential Land For Sale in Al Amarat, Muscat","OMR24,000",N/A,N/A,"1,000 Sq. M.","Al Amarat, Muscat",Other,https://www.bayut.om/en/property/details-129307109.html,62
"Property Type: Residential Land For Sale in Al Khoud, Muscat","OMR90,000",N/A,N/A,600 Sq. M.,"Al Khoud, Muscat",Other,https://www.bayut.om/en/property/details-129467828.html,62
"Residential Land For Sale - Ibri, Al Dhahirah","OMR24,000",N/A,N/A,"1,500 Sq. M.","Ibri, Al Dhahirah",Other,https://www.bayut.om/en/property/details-129240533.html,62
3 Bedrooms Chalet For Sale in Qurayyat Muscat,"OMR140,000",3,5,"2,110 Sq. M.","Qurayyat, Muscat",Other,https://www.bayut.om/en/property/details-129197246.html,62
"1 Bedroom Apartment For Sale in Al Khoud, Muscat","OMR47,300",1,1,55 Sq. M.,"Al Khoud, Muscat",Apartment,https://www.bayut.om/en/property/details-129207232.html,62
"Residential Land For Sale in Al Amarat, Muscat","OMR5,000",N/A,N/A,600 Sq. M.,"Al Amarat, Muscat",Other,https://www.bayut.om/en/property/details-129358019.html,62
"Residential Land For Sale in Saham, Al Batinah","OMR20,000",N/A,N/A,791 Sq. M.,"Saham, Al Batinah",Other,https://www.bayut.om/en/property/details-129438486.html,62
"Residential Land For Sale in Shinas, Al Batinah","OMR9,500",N/A,N/A,600 Sq. M.,"Shinas, Al Batinah",Other,https://www.bayut.om/en/property/details-129479934.html,62
"2 Bedroom Apartment For Sale The Wave (Almouj), Muscat","OMR175,000",2,1,224 Sq. M.,N/A,Apartment,https://www.bayut.om/en/property/details-129135855.html,62
6 Bedrooms Villa For Sale Muscat Al Maabilah,"OMR80,000",6,8,396 Sq. M.,"Al Maabilah, Muscat",Villa,https://www.bayut.om/en/property/details-129438549.html,62
"7 Bedrooms Villa For Sale in Al Amarat, Muscat","OMR67,000",7,9,416 Sq. M.,"Al Amarat, Muscat",Villa,https://www.bayut.om/en/property/details-128638378.html,62
"Residential Land For Sale in Dhank, Al Dhahirah","OMR18,000",N/A,N/A,480 Sq. M.,"Dhank, Al Dhahirah",Other,https://www.bayut.om/en/property/details-129115804.html,62
"3 Bedrooms Apartment For Sale Madinat As Sultan Qaboos, Muscat","OMR75,000",3,3,153 Sq. M.,N/A,Apartment,https://www.bayut.om/en/property/details-129078726.html,62
"4 Bed Villa For Sale in Barka, Al Batinah","OMR52,000",4,4,260 Sq. M.,"Barka, Al Batinah",Villa,https://www.bayut.om/en/property/details-128751173.html,62
"11 Bedrooms Villa For Sale in Al Mawaleh, Muscat","OMR160,000",11,11,782 Sq. M.,"Al Mawaleh, Muscat",Villa,https://www.bayut.om/en/property/details-128751162.html,62
"8 Bedroom Villa For Sale in Al Mawaleh, Muscat","OMR170,000",8,8,500 Sq. M.,"Al Mawaleh, Muscat",Villa,https://www.bayut.om/en/property/details-128742653.html,62
"Residential Land For Sale Al Sifah, Muscat","OMR11,200",N/A,N/A,600 Sq. M.,"Al Sifah, Muscat",Other,https://www.bayut.om/en/property/details-129466453.html,62
"Residential Land For Sale in Al Khaboura, Al Batinah","OMR23,000",N/A,N/A,"2,000 Sq. M.","Al Khaboura, Al Batinah",Other,https://www.bayut.om/en/property/details-129145752.html,62
"3 Bedroom Villa For Sale in Yiti, Muscat","OMR183,492",3,4,183 Sq. M.,"Yiti, Muscat",Villa,https://www.bayut.om/en/property/details-129193802.html,62
"Residential Land For Sale in Bidbid, Al Dakhiliya","OMR30,000",N/A,N/A,600 Sq. M.,"Bidbid, Al Dakhiliya",Other,https://www.bayut.om/en/property/details-129436053.html,62
"4 Bedrooms Villa For Sale in Qantab, Muscat","OMR456,000",4,5,498 Sq. M.,"Qantab, Muscat",Villa,https://www.bayut.om/en/property/details-128592666.html,62
"3 Bedrooms Villa For Sale in Al Amarat, Muscat","OMR38,000",3,3,140 Sq. M.,"Al Amarat, Muscat",Villa,https://www.bayut.om/en/property/details-129412966.html,62
"Residential Land For Sale, Suwaiq - Al Batinah","OMR25,500",N/A,N/A,"1,469 Sq. M.","Suwaiq, Al Batinah",Other,https://www.bayut.om/en/property/details-129302372.html,62
"2 Bedroom Apartment For Sale in Muscat Hills, Muscat","OMR95,000",2,3,142 Sq. M.,"Muscat Hills, Muscat",Apartment,https://www.bayut.om/en/property/details-128547649.html,62
"Residential Land For Sale in Al Maabilah, Muscat","OMR50,000",N/A,N/A,800 Sq. M.,"Al Maabilah, Muscat",Other,https://www.bayut.om/en/property/details-129422372.html,63
"2 Bedrooms Villa For Sale in Salalah, Dhofar","OMR212,191",2,2,780 Sq. M.,"Salalah, Dhofar",Villa,https://www.bayut.om/en/property/details-129204737.html,63
"6 Bedrooms Villa For Sale in The Wave (Almouj), Muscat","OMR1,406,000",6,6,"1,000 Sq. M.","The Wave (Almouj), Muscat",Villa,https://www.bayut.om/en/property/details-128499253.html,63
"Residential Land For Sale in Barka, Al Batinah","OMR41,500",N/A,N/A,772 Sq. M.,"Barka, Al Batinah",Other,https://www.bayut.om/en/property/details-129373667.html,63
"2 Bedrooms Villa For Sale in Al Masn'a, Al Batinah","OMR33,000",2,3,156 Sq. M.,"Al Masn'a, Al Batinah",Villa,https://www.bayut.om/en/property/details-128870289.html,63
"Residential Land For Sale in Barka, Al Batinah","OMR15,000",N/A,N/A,664 Sq. M.,"Barka, Al Batinah",Other,https://www.bayut.om/en/property/details-129423547.html,63
"6 Bedrooms Villa For Sale in Al Maabilah, Muscat","OMR76,000",6,6,300 Sq. M.,"Al Maabilah, Muscat",Villa,https://www.bayut.om/en/property/details-128517925.html,63
??? ?????,OMR115,N/A,N/A,735 Sq. M.,"Al Hail, Muscat",Other,https://www.bayut.om/en/property/details-129835407.html,63
"4 Bedroom Villa For Sale in Barka, Al Batinah","OMR90,000",4,9,700 Sq. M.,"Barka, Al Batinah",Villa,https://www.bayut.om/en/property/details-128738141.html,63
2 Bedrooms Villa For Sale Al Sifah Muscat,"OMR170,869",2,2,157 Sq. M.,"Al Sifah, Muscat",Villa,https://www.bayut.om/en/property/details-129052003.html,63
"2 Bedroom Apartment For Sale Qantab, Muscat","OMR133,000",2,2,133 Sq. M.,"Qantab, Muscat",Apartment,https://www.bayut.om/en/property/details-129099742.html,63
"1 Bedroom Apartment For Sale Al Sifah, Muscat","OMR59,494",1,1,51 Sq. M.,"Al Sifah, Muscat",Apartment,https://www.bayut.om/en/property/details-129137589.html,63
"2 Bedroom Villa For Sale Al Sifah, Muscat","OMR197,736",2,2,100 Sq. M.,"Al Sifah, Muscat",Villa,https://www.bayut.om/en/property/details-129099745.html,63
"3 Bedrooms Villa For Sale Yiti, Muscat","OMR269,290",3,3,204 Sq. M.,"Yiti, Muscat",Villa,https://www.bayut.om/en/property/details-129042050.html,63
"6-Bedroom Villa For Sale in The Wave (Almouj), Muscat","OMR1,406,000",6,7,907 Sq. M.,"The Wave (Almouj), Muscat",Villa,https://www.bayut.om/en/property/details-129135578.html,63
"3 Bedrooms Villa For Sale Sumail, Al Dakhiliya","OMR59,500",3,6,280 Sq. M.,"Sumail, Al Dakhiliya",Villa,https://www.bayut.om/en/property/details-129073186.html,63
"Residential Land For Sale in Barka, Al Batinah","OMR38,000",N/A,N/A,"1,262 Sq. M.","Barka, Al Batinah",Other,https://www.bayut.om/en/property/details-129359598.html,63
Land For Sale Al Dakhiliya Nizwa,"OMR10,300",N/A,N/A,600 Sq. M.,"Nizwa, Al Dakhiliya",Other,https://www.bayut.om/en/property/details-129175263.html,63
"Residential Land For Sale Barka, Al Batinah","OMR31,500",N/A,N/A,600 Sq. M.,"Barka, Al Batinah",Other,https://www.bayut.om/en/property/details-129139477.html,63
"Residential Land For Sale in Izki, Al Dakhiliya","OMR4,800",N/A,N/A,600 Sq. M.,"Izki, Al Dakhiliya",Other,https://www.bayut.om/en/property/details-129351524.html,63
"5 Bedroom Villa For Sale in Al Qabil, Al Sharqiya","OMR39,999",5,5,223 Sq. M.,"Al Qabil, Al Sharqiya",Villa,https://www.bayut.om/en/property/details-128428874.html,63
"0 Bedroom Residential Land For Sale in Qurayyat, Muscat","OMR12,000",0,N/A,603 Sq. M.,"Qurayyat, Muscat",Other,https://www.bayut.om/en/property/details-129293808.html,63
"Studio Apartment For Sale in Nizwa, Al Dakhiliya","OMR9,000",N/A,N/A,716 Sq. M.,"Nizwa, Al Dakhiliya",Apartment,https://www.bayut.om/en/property/details-129338953.html,63
"1 Bedroom Apartment For Sale Yiti, Muscat","OMR89,118",1,2,50 Sq. M.,"Yiti, Muscat",Apartment,https://www.bayut.om/en/property/details-129011274.html,63
"4 Bedroom Villa For Sale in Al Mawaleh, Muscat","OMR98,000",4,5,300 Sq. M.,"Al Mawaleh, Muscat",Villa,https://www.bayut.om/en/property/details-129337548.html,64
"Residential Land For Sale in Mahut, Al Wusta","OMR15,000",N/A,N/A,846 Sq. M.,"Mahut, Al Wusta",Other,https://www.bayut.om/en/property/details-128574418.html,64
"1 Bedroom Apartment For Sale Al Sifah, Muscat","OMR46,344",1,1,38 Sq. M.,"Al Sifah, Muscat",Apartment,https://www.bayut.om/en/property/details-129071335.html,64
"Residential Land For Sale in Thumrait, Dhofar","OMR9,000",N/A,N/A,"1,437 Sq. M.","Thumrait, Dhofar",Other,https://www.bayut.om/en/property/details-129312753.html,64
"Residential Land For Sale Al Amarat, Muscat","OMR17,000",N/A,N/A,600 Sq. M.,"Al Amarat, Muscat",Other,https://www.bayut.om/en/property/details-129067333.html,64
"Residential Land For Sale in Sohar, Al Batinah","OMR4,000",N/A,N/A,600 Sq. M.,"Sohar, Al Batinah",Other,https://www.bayut.om/en/property/details-128902902.html,64
"3 Bedrooms Villa For Sale Barka, Al Batinah","OMR22,000",3,5,400 Sq. M.,"Barka, Al Batinah",Villa,https://www.bayut.om/en/property/details-129309531.html,64
Residential Land For Sale in Al Buraimi,"OMR2,900",N/A,N/A,633 Sq. M.,"Al Buraimi, Al Buraimi",Other,https://www.bayut.om/en/property/details-129050367.html,64
"1 Bedroom Apartment For Sale The Wave (Almouj), Muscat","OMR135,000",1,2,105 Sq. M.,N/A,Apartment,https://www.bayut.om/en/property/details-128330892.html,64
"2 Bedroom Apartment For Sale in Muscat Hills, Muscat","OMR143,976",2,2,110 Sq. M.,"Muscat Hills, Muscat",Apartment,https://www.bayut.om/en/property/details-129137514.html,64
"1 Bedroom Apartment For Sale in Muscat Hills, Muscat","OMR105,000",1,1,71 Sq. M.,"Muscat Hills, Muscat",Apartment,https://www.bayut.om/en/property/details-129137159.html,64
"2 Bedrooms Apartment For Sale Al Khoud, Muscat","OMR73,000",2,2,100 Sq. M.,"Al Khoud, Muscat",Apartment,https://www.bayut.om/en/property/details-129037401.html,64
"1 Bedroom Apartment For Sale Qantab, Muscat","OMR89,500",1,1,82 Sq. M.,"Qantab, Muscat",Apartment,https://www.bayut.om/en/property/details-129062422.html,64
"1 Bedroom Apartment For Sale in Al Seeb, Muscat","OMR48,600",1,1,70 Sq. M.,"Al Maabilah, Muscat",Apartment,https://www.bayut.om/en/property/details-129138618.html,64
"4 Bedrooms Villa For Sale Al Bustan, Muscat","OMR83,000",4,5,236 Sq. M.,"Al Bustan, Muscat",Villa,https://www.bayut.om/en/property/details-128640698.html,64
"3 Bedrooms Villa For Sale Mutrah, Muscat","OMR85,000",3,2,354 Sq. M.,"Mutrah, Muscat",Villa,https://www.bayut.om/en/property/details-129122108.html,64
"6 Bedroom Villa For Sale in Al Khoud, Muscat","OMR220,000",6,7,678 Sq. M.,"Al Khoud, Muscat",Villa,https://www.bayut.om/en/property/details-128332926.html,64
"6 Bedrooms Villa For Sale Al Amarat, Muscat","OMR77,000",6,8,313 Sq. M.,"Al Amarat, Muscat",Villa,https://www.bayut.om/en/property/details-128213229.html,64
"Residential Land For Sale in Barka, Al Batinah","OMR10,500",N/A,N/A,612 Sq. M.,"Barka, Al Batinah",Other,https://www.bayut.om/en/property/details-128988489.html,64
"Studio Apartment For Sale Al Rustaq, Al Batinah","OMR3,500",N/A,N/A,500 Sq. M.,"Al Rustaq, Al Batinah",Apartment,https://www.bayut.om/en/property/details-129333935.html,64
"2 Bedrooms Apartment For Sale in Muscat Hills, Muscat","OMR125,000",2,3,172 Sq. M.,"Muscat Hills, Muscat",Apartment,https://www.bayut.om/en/property/details-128677978.html,64
"2 Bedrooms Apartment For Sale Al Hail, Muscat","OMR32,000",2,2,90 Sq. M.,"Al Hail, Muscat",Apartment,https://www.bayut.om/en/property/details-128408600.html,64
"2 Bedroom Apartment For Sale in Muscat Hills, Muscat","OMR81,180",2,2,123 Sq. M.,"Muscat Hills, Muscat",Apartment,https://www.bayut.om/en/property/details-128154008.html,64
"1 Bedroom Apartment For Sale Al Sifah, Muscat","OMR63,000",1,1,77 Sq. M.,"Al Sifah, Muscat",Apartment,https://www.bayut.om/en/property/details-128461480.html,64
Land For Sale in Nakhl - Al Batinah,"OMR8,500",N/A,N/A,617 Sq. M.,"Nakhl, Al Batinah",Other,https://www.bayut.om/en/property/details-129360895.html,65
"2 Bedrooms Apartment For Sale in Qurum, Muscat","OMR53,000",2,2,102 Sq. M.,"Qurum, Muscat",Apartment,https://www.bayut.om/en/property/details-128466415.html,65
"7 Bedrooms Villa For Sale in Al Khoud, Muscat","OMR525,000",7,10,"1,117 Sq. M.","Al Khoud, Muscat",Villa,https://www.bayut.om/en/property/details-128314276.html,65
1 Bedroom Apartment For Sale Muscat (The Wave (Almouj)),"OMR89,000",1,1,88 Sq. M.,N/A,Apartment,https://www.bayut.om/en/property/details-129069888.html,65
"Studio Residential Land For Sale in Sumail, Al Dakhiliya","OMR12,000",N/A,N/A,658 Sq. M.,"Sumail, Al Dakhiliya",Other,https://www.bayut.om/en/property/details-129194812.html,65
"6 Bedroom Villa For Sale in Al Khuwair, Muscat","OMR95,000",6,7,462 Sq. M.,"Al Khuwair, Muscat",Villa,https://www.bayut.om/en/property/details-129261723.html,65
"Residential Land For Sale in Bahla, Al Dakhiliya","OMR8,500",N/A,N/A,"1,023 Sq. M.","Bahla, Al Dakhiliya",Other,https://www.bayut.om/en/property/details-129299870.html,65
"3 Bedrooms Villa For Sale Bosher, Muscat","OMR181,500",3,5,235 Sq. M.,"Bosher, Muscat",Villa,https://www.bayut.om/en/property/details-128286252.html,65
"2 Bedrooms Apartment For Sale Ghala, Muscat","OMR80,000",2,3,139 Sq. M.,"Ghala, Muscat",Apartment,https://www.bayut.om/en/property/details-128119430.html,65
"2 Bedrooms Apartment For Sale The Wave (Almouj), Muscat","OMR145,000",2,2,127 Sq. M.,N/A,Apartment,https://www.bayut.om/en/property/details-128271389.html,65
"7 Bedroom Villa For Sale in Salalah, Dhofar","OMR105,000",7,8,648 Sq. M.,"Salalah, Dhofar",Villa,https://www.bayut.om/en/property/details-128649293.html,65
"1 Bedroom Apartment For Sale in Al Hail, Muscat","OMR29,500",1,2,65 Sq. M.,"Al Hail, Muscat",Apartment,https://www.bayut.om/en/property/details-128409412.html,65
1 Bedroom Apartment For Sale Muscat (The Wave (Almouj)),"OMR99,750",1,1,107 Sq. M.,N/A,Apartment,https://www.bayut.om/en/property/details-128456130.html,65
"Residential Land For Sale in Misfah, Muscat","OMR50,000",N/A,N/A,600 Sq. M.,"Misfah, Muscat",Other,https://www.bayut.om/en/property/details-129252657.html,65
"2 Bedrooms Apartment For Sale in Muscat Hills, Muscat","OMR70,000",2,2,98 Sq. M.,"Muscat Hills, Muscat",Apartment,https://www.bayut.om/en/property/details-128399597.html,65
"1 Bedroom Apartment For Sale in Taqah, Dhofar","OMR52,000",1,1,64 Sq. M.,"Taqah, Dhofar",Apartment,https://www.bayut.om/en/property/details-127949425.html,65
